element,category_id,frequency_in_category
lesson,Cagliari,1
let,Cagliari,1
level,Cagliari,2
lgbt,Cagliari,1
liberty,Cagliari,1
lie,Cagliari,2
life,Cagliari,5
lifeguard,Cagliari,4
lifetime,Cagliari,1
light,Cagliari,5
likely,Cagliari,1
limit,Cagliari,2
limited,Cagliari,3
limpet,Cagliari,1
line,Cagliari,16
link,Cagliari,1
list,Cagliari,1
listen,Cagliari,2
lithuania,Cagliari,1
litlle,Cagliari,1
litter,Cagliari,5
little,Cagliari,40
live,Cagliari,7
living,Cagliari,1
load,Cagliari,10
lobby,Cagliari,1
local,Cagliari,69
location,Cagliari,10
lock,Cagliari,1
long,Cagliari,4
longer,Cagliari,2
longue,Cagliari,1
loo,Cagliari,1
look,Cagliari,23
loooong,Cagliari,1
lorenzo,Cagliari,1
lot,Cagliari,108
loud,Cagliari,3
lounge,Cagliari,9
lounger,Cagliari,23
love,Cagliari,17
lover,Cagliari,2
lovey,Cagliari,1
low,Cagliari,4
luck,Cagliari,1
luckies,Cagliari,1
lucky,Cagliari,5
lunch,Cagliari,27
lungomare,Cagliari,6
macarena,Cagliari,1
machine,Cagliari,5
maggiore,Cagliari,1
magic,Cagliari,1
magnet,Cagliari,1
magnificent,Cagliari,3
main,Cagliari,20
major,Cagliari,1
makeover,Cagliari,1
maker,Cagliari,1
malibu,Cagliari,4
man,Cagliari,1
mandatory,Cagliari,1
many,Cagliari,90
map,Cagliari,2
mar,Cagliari,1
march,Cagliari,2
mare,Cagliari,1
mari,Cagliari,2
marina,Cagliari,30
marine,Cagliari,2
marinella,Cagliari,1
marked,Cagliari,2
market,Cagliari,1
marking,Cagliari,1
mass,Cagliari,3
massage,Cagliari,2
massive,Cagliari,1
material,Cagliari,1
matiida,Cagliari,1
matteotti,Cagliari,11
matter,Cagliari,2
max,Cagliari,2
maximum,Cagliari,1
mcdonalds,Cagliari,1
meal,Cagliari,8
mean,Cagliari,4
meant,Cagliari,2
meditation,Cagliari,1
mediterranean,Cagliari,3
mediterrenean,Cagliari,1
medium,Cagliari,1
meet,Cagliari,1
meeting,Cagliari,1
mellow,Cagliari,1
member,Cagliari,1
membership,Cagliari,1
memory,Cagliari,1
men,Cagliari,3
mention,Cagliari,4
menu,Cagliari,3
merchant,Cagliari,2
merit,Cagliari,1
message,Cagliari,1
messy,Cagliari,1
metal,Cagliari,1
meter,Cagliari,10
metre,Cagliari,6
mexico,Cagliari,1
mid,Cagliari,4
midday,Cagliari,1
middle,Cagliari,7
mile,Cagliari,14
military,Cagliari,2
min,Cagliari,22
mind,Cagliari,3
mingle,Cagliari,1
minibus,Cagliari,1
minimal,Cagliari,1
minor,Cagliari,1
minus,Cagliari,2
minut,Cagliari,1
minute,Cagliari,62
minutesby,Cagliari,1
miramare,Cagliari,1
miss,Cagliari,7
mistake,Cagliari,1
mistral,Cagliari,5
mix,Cagliari,2
mixa,Cagliari,1
mixed,Cagliari,2
mobbed,Cagliari,1
mobile,Cagliari,2
modern,Cagliari,3
modest,Cagliari,1
molentargius,Cagliari,3
moment,Cagliari,5
money,Cagliari,3
monster,Cagliari,1
monte,Cagliari,1
month,Cagliari,6
moovit,Cagliari,1
moracchino,Cagliari,1
moreover,Cagliari,2
morning,Cagliari,18
mosca,Cagliari,1
motor,Cagliari,1
mound,Cagliari,1
mountain,Cagliari,6
move,Cagliari,6
much,Cagliari,42
mud,Cagliari,5
muddy,Cagliari,2
municipality,Cagliari,1
murky,Cagliari,2
music,Cagliari,22
name,Cagliari,2
narrow,Cagliari,3
nation,Cagliari,1
national,Cagliari,1
nationality,Cagliari,2
natural,Cagliari,3
nature,Cagliari,5
nautilus,Cagliari,2
navigate,Cagliari,1
ne,Cagliari,1
near,Cagliari,2
neat,Cagliari,1
need,Cagliari,35
negative,Cagliari,1
neglect,Cagliari,1
net,Cagliari,2
new,Cagliari,7
news,Cagliari,1
newsagent,Cagliari,1
newsflash,Cagliari,1
newspaper,Cagliari,1
next,Cagliari,19
nicer,Cagliari,3
niggle,Cagliari,1
night,Cagliari,27
nightclub,Cagliari,2
nightlife,Cagliari,4
nightmare,Cagliari,1
nilo,Cagliari,1
nobody,Cagliari,2
noise,Cagliari,2
noisy,Cagliari,4
non,Cagliari,4
none,Cagliari,1
noon,Cagliari,1
noone,Cagliari,1
normal,Cagliari,5
north,Cagliari,3
northern,Cagliari,1
northerner,Cagliari,1
nose,Cagliari,1
note,Cagliari,3
nothing,Cagliari,15
nov,Cagliari,1
november,Cagliari,4
nt,Cagliari,1
nude,Cagliari,1
nuisance,Cagliari,1
number,Cagliari,12
numerous,Cagliari,2
nuraghe,Cagliari,1
nut,Cagliari,1
nyc,Cagliari,1
obvious,Cagliari,2
occasion,Cagliari,1
ocean,Cagliari,6
oct,Cagliari,1
october,Cagliari,21
octopus,Cagliari,1
odd,Cagliari,4
offer,Cagliari,17
offering,Cagliari,5
office,Cagliari,2
oh,Cagliari,1
oil,Cagliari,1
ok,Cagliari,19
okay,Cagliari,2
okey,Cagliari,1
old,Cagliari,12
one,Cagliari,9
online,Cagliari,1
open,Cagliari,24
opinion,Cagliari,3
opportunity,Cagliari,4
opposite,Cagliari,3
option,Cagliari,16
orange,Cagliari,2
order,Cagliari,1
ordinary,Cagliari,2
original,Cagliari,2
others,Cagliari,10
otium,Cagliari,1
ou,Cagliari,1
oue,Cagliari,1
outlet,Cagliari,2
outlook,Cagliari,1
outset,Cagliari,1
outskirt,Cagliari,1
outstanding,Cagliari,1
overall,Cagliari,10
overhaul,Cagliari,1
overnight,Cagliari,2
owner,Cagliari,2
p,Cagliari,1
package,Cagliari,1
packed,Cagliari,11
paddle,Cagliari,4
paid,Cagliari,4
paillote,Cagliari,1
pailotte,Cagliari,1
palm,Cagliari,4
palmette,Cagliari,4
pan,Cagliari,1
panini,Cagliari,4
panoramic,Cagliari,1
pant,Cagliari,1
paradise,Cagliari,2
parallel,Cagliari,3
parasol,Cagliari,7
parcheggi,Cagliari,1
parent,Cagliari,1
park,Cagliari,17
parker,Cagliari,1
parking,Cagliari,33
part,Cagliari,40
particular,Cagliari,2
partner,Cagliari,1
party,Cagliari,1
pas,Cagliari,8
pass,Cagliari,2
past,Cagliari,5
pasta,Cagliari,2
pastry,Cagliari,2
patch,Cagliari,1
path,Cagliari,13
patience,Cagliari,1
patio,Cagliari,1
patrol,Cagliari,2
patter,Cagliari,1
pavement,Cagliari,2
pay,Cagliari,26
payed,Cagliari,1
peace,Cagliari,5
peaceful,Cagliari,3
peak,Cagliari,5
pebble,Cagliari,2
pedal,Cagliari,2
pedellars,Cagliari,1
pedestriam,Cagliari,1
pedestrian,Cagliari,8
pedlo,Cagliari,1
peninsula,Cagliari,1
people,Cagliari,72
perfect,Cagliari,26
perfection,Cagliari,1
period,Cagliari,6
perk,Cagliari,1
permanent,Cagliari,1
persistant,Cagliari,1
person,Cagliari,4
personal,Cagliari,2
pexpress,Cagliari,1
pf,Cagliari,38
pg,Cagliari,1
ph,Cagliari,1
photo,Cagliari,7
piazza,Cagliari,9
pic,Cagliari,1
piccola,Cagliari,7
pick,Cagliari,7
picked,Cagliari,1
picnic,Cagliari,5
picture,Cagliari,3
picturesque,Cagliari,7
piece,Cagliari,2
pier,Cagliari,1
pietro,Cagliari,1
pillar,Cagliari,1
pink,Cagliari,3
pintau,Cagliari,2
pirata,Cagliari,1
pitter,Cagliari,1
pity,Cagliari,2
pizza,Cagliari,2
pizzetta,Cagliari,1
place,Cagliari,163
placefor,Cagliari,1
plan,Cagliari,1
planet,Cagliari,1
planning,Cagliari,1
plant,Cagliari,3
plastic,Cagliari,1
plate,Cagliari,1
play,Cagliari,7
played,Cagliari,4
plaza,Cagliari,1
pleasant,Cagliari,12
please,Cagliari,1
pleased,Cagliari,1
pleasnat,Cagliari,1
pleasure,Cagliari,2
pleb,Cagliari,1
plenty,Cagliari,53
plermo,Cagliari,1
pm,Cagliari,3
pn,Cagliari,1
poeto,Cagliari,2
poetta,Cagliari,5
poettoplenty,Cagliari,1
point,Cagliari,6
police,Cagliari,1
policy,Cagliari,1
polite,Cagliari,1
pollution,Cagliari,1
pond,Cagliari,1
pooey,Cagliari,1
poop,Cagliari,1
poor,Cagliari,4
pop,Cagliari,1
popular,Cagliari,17
port,Cagliari,7
portaloo,Cagliari,1
portrayed,Cagliari,1
portugese,Cagliari,1
position,Cagliari,1
possibility,Cagliari,4
possible,Cagliari,4
post,Cagliari,1
poueta,Cagliari,1
pp,Cagliari,1
pq,Cagliari,41
practice,Cagliari,4
pre,Cagliari,1
prefer,Cagliari,12
prepare,Cagliari,1
prepared,Cagliari,4
presence,Cagliari,1
preset,Cagliari,1
prettier,Cagliari,1
prettiest,Cagliari,1
prevent,Cagliari,1
previous,Cagliari,2
price,Cagliari,24
pricey,Cagliari,2
prima,Cagliari,1
prime,Cagliari,1
pristine,Cagliari,1
private,Cagliari,31
problem,Cagliari,9
proceed,Cagliari,1
product,Cagliari,2
professionality,Cagliari,1
proficiency,Cagliari,1
promenade,Cagliari,15
promise,Cagliari,1
promising,Cagliari,1
promontory,Cagliari,1
promote,Cagliari,1
proper,Cagliari,2
provence,Cagliari,1
provider,Cagliari,1
province,Cagliari,1
provision,Cagliari,1
proximity,Cagliari,1
pub,Cagliari,1
pubic,Cagliari,1
public,Cagliari,36
puerto,Cagliari,1
puff,Cagliari,1
pula,Cagliari,1
pun,Cagliari,1
punk,Cagliari,1
purchase,Cagliari,6
pushy,Cagliari,3
put,Cagliari,6
pv,Cagliari,1
q,Cagliari,2
qnd,Cagliari,1
quaint,Cagliari,1
qualifies,Cagliari,1
quality,Cagliari,4
quana,Cagliari,1
quartu,Cagliari,10
quay,Cagliari,1
queitness,Cagliari,1
quench,Cagliari,1
quesrt,Cagliari,1
question,Cagliari,1
quick,Cagliari,10
quicker,Cagliari,1
quiet,Cagliari,21
quieter,Cagliari,5
quiter,Cagliari,1
quitter,Cagliari,1
race,Cagliari,3
radar,Cagliari,1
rain,Cagliari,1
rainbow,Cagliari,1
random,Cagliari,2
range,Cagliari,6
rate,Cagliari,1
rd,Cagliari,1
reach,Cagliari,23
reachable,Cagliari,2
read,Cagliari,1
ready,Cagliari,2
real,Cagliari,6
reality,Cagliari,1
realy,Cagliari,1
reason,Cagliari,4
reasonable,Cagliari,6
reassembles,Cagliari,1
rebirth,Cagliari,1
recent,Cagliari,1
recommand,Cagliari,1
recommend,Cagliari,36
recommendation,Cagliari,1
red,Cagliari,1
redone,Cagliari,2
refreshment,Cagliari,9
refuge,Cagliari,1
regina,Cagliari,1
region,Cagliari,1
regular,Cagliari,5
regulary,Cagliari,1
regulation,Cagliari,1
relax,Cagliari,18
relaxation,Cagliari,3
relaxed,Cagliari,4
reliable,Cagliari,1
remains,Cagliari,1
rememebr,Cagliari,1
remote,Cagliari,1
rent,Cagliari,37
rental,Cagliari,7
republic,Cagliari,1
require,Cagliari,1
reserve,Cagliari,3
residential,Cagliari,1
resort,Cagliari,6
resource,Cagliari,2
respite,Cagliari,1
rest,Cagliari,9
restaurant,Cagliari,122
restoraunts,Cagliari,1
restroom,Cagliari,1
restuarant,Cagliari,1
restuarants,Cagliari,2
retire,Cagliari,1
return,Cagliari,18
review,Cagliari,9
revisit,Cagliari,1
rich,Cagliari,1
rico,Cagliari,1
ride,Cagliari,33
right,Cagliari,18
rince,Cagliari,1
rinse,Cagliari,2
ripple,Cagliari,1
rise,Cagliari,1
risk,Cagliari,2
road,Cagliari,27
roadway,Cagliari,2
roadworks,Cagliari,1
rock,Cagliari,5
rocky,Cagliari,7
rodent,Cagliari,1
roller,Cagliari,2
rom,Cagliari,9
romantic,Cagliari,3
room,Cagliari,15
rope,Cagliari,1
roped,Cagliari,1
rough,Cagliari,5
round,Cagliari,2
route,Cagliari,3
rowdy,Cagliari,2
rubbish,Cagliari,3
rubble,Cagliari,1
rude,Cagliari,2
ruin,Cagliari,3
rumanian,Cagliari,1
run,Cagliari,9
rundown,Cagliari,2
runner,Cagliari,3
sad,Cagliari,4
saddle,Cagliari,11
sadinia,Cagliari,1
safe,Cagliari,18
safety,Cagliari,2
sailboards,Cagliari,1
salad,Cagliari,2
salina,Cagliari,1
saline,Cagliari,1
salt,Cagliari,3
saltlakes,Cagliari,1
saltwater,Cagliari,1
salty,Cagliari,2
sample,Cagliari,1
san,Cagliari,1
sand,Cagliari,107
sandal,Cagliari,1
sandiest,Cagliari,1
sandwich,Cagliari,4
sandy,Cagliari,54
sanity,Cagliari,1
sant,Cagliari,4
santa,Cagliari,1
sardaignia,Cagliari,1
sardegna,Cagliari,6
sardine,Cagliari,1
sat,Cagliari,1
saturday,Cagliari,2
savage,Cagliari,1
savoury,Cagliari,1
saw,Cagliari,7
scarf,Cagliari,2
scene,Cagliari,1
scenery,Cagliari,5
scenic,Cagliari,4
schedule,Cagliari,2
school,Cagliari,2
scruffy,Cagliari,1
sea,Cagliari,111
seafood,Cagliari,4
seafront,Cagliari,3
search,Cagliari,4
seashore,Cagliari,1
seaside,Cagliari,8
season,Cagliari,47
seat,Cagliari,3
seawater,Cagliari,2
seaweed,Cagliari,11
seaweedy,Cagliari,1
second,Cagliari,3
secret,Cagliari,1
section,Cagliari,7
sector,Cagliari,4
security,Cagliari,1
seek,Cagliari,2
seem,Cagliari,7
segway,Cagliari,4
seldom,Cagliari,1
selection,Cagliari,5
self,Cagliari,6
sell,Cagliari,5
sella,Cagliari,9
seller,Cagliari,10
semplicity,Cagliari,1
send,Cagliari,2
sense,Cagliari,1
separate,Cagliari,1
seperate,Cagliari,2
sept,Cagliari,1
september,Cagliari,14
serene,Cagliari,2
serf,Cagliari,1
serve,Cagliari,5
servicce,Cagliari,1
service,Cagliari,17
sesta,Cagliari,1
set,Cagliari,8
setting,Cagliari,1
settlement,Cagliari,1
several,Cagliari,24
sewage,Cagliari,1
shack,Cagliari,1
shade,Cagliari,11
shadow,Cagliari,2
shake,Cagliari,1
shallow,Cagliari,23
shame,Cagliari,4
share,Cagliari,1
sheer,Cagliari,1
shell,Cagliari,3
shelter,Cagliari,1
ship,Cagliari,4
shoe,Cagliari,1
shop,Cagliari,13
shopping,Cagliari,1
shore,Cagliari,10
shoreline,Cagliari,2
short,Cagliari,14
shot,Cagliari,2
shoulder,Cagliari,1
show,Cagliari,3
shower,Cagliari,28
shut,Cagliari,1
side,Cagliari,19
sight,Cagliari,1
sign,Cagliari,1
significant,Cagliari,1
silence,Cagliari,1
silk,Cagliari,1
silkly,Cagliari,1
similar,Cagliari,1
simple,Cagliari,2
sina,Cagliari,1
single,Cagliari,5
sinking,Cagliari,1
sip,Cagliari,1
sirocco,Cagliari,1
sistra,Cagliari,1
sit,Cagliari,12
site,Cagliari,4
sits,Cagliari,1
size,Cagliari,4
skanky,Cagliari,1
skate,Cagliari,1
skater,Cagliari,1
skete,Cagliari,1
skip,Cagliari,1
sky,Cagliari,3
slide,Cagliari,1
slope,Cagliari,2
slot,Cagliari,1
small,Cagliari,45
smell,Cagliari,6
smile,Cagliari,1
smooth,Cagliari,2
snack,Cagliari,24
snorkel,Cagliari,1
soak,Cagliari,1
social,Cagliari,2
socialite,Cagliari,1
soft,Cagliari,25
software,Cagliari,1
solanas,Cagliari,1
solitude,Cagliari,2
solo,Cagliari,1
someone,Cagliari,3
something,Cagliari,16
son,Cagliari,2
song,Cagliari,2
sooner,Cagliari,1
sorry,Cagliari,1
sort,Cagliari,3
soul,Cagliari,1
sound,Cagliari,2
soup,Cagliari,1
south,Cagliari,7
southeast,Cagliari,1
southern,Cagliari,1
souvenir,Cagliari,1
spa,Cagliari,2
space,Cagliari,40
spacious,Cagliari,1
spar,Cagliari,1
spare,Cagliari,4
speak,Cagliari,2
speaker,Cagliari,1
speakersvery,Cagliari,1
speaks,Cagliari,1
special,Cagliari,7
speciality,Cagliari,1
spectacular,Cagliari,6
spend,Cagliari,21
spending,Cagliari,4
spent,Cagliari,12
splendid,Cagliari,1
spoil,Cagliari,3
spoken,Cagliari,1
sport,Cagliari,13
spot,Cagliari,32
spotless,Cagliari,1
spread,Cagliari,2
spritz,Cagliari,2
spritzer,Cagliari,1
square,Cagliari,3
st,Cagliari,4
staff,Cagliari,12
stagno,Cagliari,2
stall,Cagliari,1
stamp,Cagliari,1
stand,Cagliari,5
standard,Cagliari,5
star,Cagliari,1
start,Cagliari,7
state,Cagliari,1
statement,Cagliari,1
station,Cagliari,16
stay,Cagliari,18
stayed,Cagliari,7
steady,Cagliari,1
step,Cagliari,2
stick,Cagliari,4
stone,Cagliari,4
stony,Cagliari,1
stop,Cagliari,50
store,Cagliari,1
storico,Cagliari,1
story,Cagliari,2
straight,Cagliari,2
strand,Cagliari,1
strange,Cagliari,1
strategy,Cagliari,1
stream,Cagliari,1
street,Cagliari,13
strenuous,Cagliari,1
stress,Cagliari,1
stretch,Cagliari,28
strewn,Cagliari,1
strip,Cagliari,6
stroll,Cagliari,5
strong,Cagliari,6
stuck,Cagliari,1
student,Cagliari,1
stuff,Cagliari,7
style,Cagliari,4
subjective,Cagliari,1
substance,Cagliari,1
suburb,Cagliari,2
suggest,Cagliari,8
suggests,Cagliari,1
suit,Cagliari,2
suitable,Cagliari,2
summer,Cagliari,36
summertime,Cagliari,3
sun,Cagliari,58
sunbath,Cagliari,3
sunbathe,Cagliari,3
sunbather,Cagliari,1
sunbday,Cagliari,1
sunbed,Cagliari,9
sunbeds,Cagliari,14
sunchairs,Cagliari,1
suncream,Cagliari,1
sunday,Cagliari,8
sundaysgood,Cagliari,1
sunglass,Cagliari,4
sunloungers,Cagliari,2
sunny,Cagliari,12
sunset,Cagliari,7
sunshine,Cagliari,3
sup,Cagliari,1
super,Cagliari,10
superamrket,Cagliari,1
superb,Cagliari,1
supermarket,Cagliari,9
supply,Cagliari,2
suppose,Cagliari,1
sure,Cagliari,11
surf,Cagliari,6
surfer,Cagliari,1
surprise,Cagliari,3
surprised,Cagliari,4
surprising,Cagliari,1
surroundings,Cagliari,4
susnhine,Cagliari,1
suspect,Cagliari,1
swarm,Cagliari,1
sweet,Cagliari,2
swim,Cagliari,29
swimmer,Cagliari,1
swimwear,Cagliari,1
system,Cagliari,1
tabac,Cagliari,2
tabacchi,Cagliari,2
tabachi,Cagliari,1
tabbachi,Cagliari,1
table,Cagliari,2
tacky,Cagliari,1
tan,Cagliari,1
tap,Cagliari,1
target,Cagliari,1
taste,Cagliari,2
tasty,Cagliari,2
tat,Cagliari,3
tatty,Cagliari,2
tax,Cagliari,1
taxi,Cagliari,5
tbe,Cagliari,1
tea,Cagliari,1
teenager,Cagliari,2
tell,Cagliari,3
temperature,Cagliari,3
temporary,Cagliari,1
ten,Cagliari,2
tennis,Cagliari,2
term,Cagliari,4
terminal,Cagliari,1
terminus,Cagliari,1
terrace,Cagliari,3
terrible,Cagliari,3
terrific,Cagliari,1
th,Cagliari,2
thank,Cagliari,2
thanks,Cagliari,2
thats,Cagliari,3
ther,Cagliari,1
thing,Cagliari,25
think,Cagliari,13
third,Cagliari,3
thirst,Cagliari,1
thirsty,Cagliari,1
thought,Cagliari,2
thousand,Cagliari,2
throw,Cagliari,1
ticket,Cagliari,45
ticketmachine,Cagliari,1
tide,Cagliari,1
tidy,Cagliari,4
tight,Cagliari,1
till,Cagliari,2
timberlake,Cagliari,1
time,Cagliari,93
timethe,Cagliari,1
tip,Cagliari,6
tlc,Cagliari,1
toate,Cagliari,1
tobacco,Cagliari,1
tobacconist,Cagliari,2
today,Cagliari,3
toilet,Cagliari,21
toiletsi,Cagliari,1
told,Cagliari,5
tolerable,Cagliari,1
ton,Cagliari,3
top,Cagliari,8
topless,Cagliari,1
torquoise,Cagliari,1
torre,Cagliari,1
tour,Cagliari,8
tourism,Cagliari,1
tourist,Cagliari,26
touristic,Cagliari,3
touristy,Cagliari,4
towards,Cagliari,3
towed,Cagliari,1
towel,Cagliari,11
tower,Cagliari,1
town,Cagliari,28
track,Cagliari,4
tract,Cagliari,1
traffic,Cagliari,4
train,Cagliari,4
trainer,Cagliari,1
training,Cagliari,1
trait,Cagliari,1
tramped,Cagliari,1
tranquil,Cagliari,3
transit,Cagliari,1
translate,Cagliari,1
transparency,Cagliari,1
transparent,Cagliari,5
transport,Cagliari,10
transportation,Cagliari,1
trap,Cagliari,2
trash,Cagliari,1
travel,Cagliari,12
traveler,Cagliari,3
traveller,Cagliari,2
tread,Cagliari,1
tree,Cagliari,4
trek,Cagliari,1
trendiest,Cagliari,1
trial,Cagliari,1
triathletes,Cagliari,1
trick,Cagliari,2
trieste,Cagliari,1
trinket,Cagliari,1
trip,Cagliari,12
tripadvisor,Cagliari,1
tripper,Cagliari,1
trom,Cagliari,1
tropical,Cagliari,1
truck,Cagliari,1
true,Cagliari,4
try,Cagliari,8
tuerredda,Cagliari,1
turn,Cagliari,3
turqouise,Cagliari,1
turquoise,Cagliari,4
twenty,Cagliari,1
twist,Cagliari,2
type,Cagliari,7
typical,Cagliari,5
tyrrhenian,Cagliari,1
uk,Cagliari,3
umberella,Cagliari,1
umbrella,Cagliari,83
unable,Cagliari,1
unbearable,Cagliari,1
unbelieveable,Cagliari,1
uncared,Cagliari,2
unclear,Cagliari,1
uncomfortable,Cagliari,2
underfoot,Cagliari,2
understand,Cagliari,1
unesco,Cagliari,1
unheard,Cagliari,1
uniform,Cagliari,1
uninterrupted,Cagliari,1
unique,Cagliari,3
unkempt,Cagliari,1
unpleasant,Cagliari,1
unsafe,Cagliari,1
unsure,Cagliari,1
untidy,Cagliari,1
unused,Cagliari,3
unwind,Cagliari,1
update,Cagliari,1
urban,Cagliari,2
urpinu,Cagliari,1
us,Cagliari,1
use,Cagliari,16
user,Cagliari,1
usual,Cagliari,2
vacation,Cagliari,5
vacay,Cagliari,1
valid,Cagliari,1
validate,Cagliari,2
validates,Cagliari,1
vallisimius,Cagliari,1
value,Cagliari,3
varies,Cagliari,1
variety,Cagliari,4
various,Cagliari,4
vast,Cagliari,1
vegetation,Cagliari,2
vehicle,Cagliari,1
vendor,Cagliari,5
venue,Cagliari,5
ver,Cagliari,1
vespa,Cagliari,1
viale,Cagliari,1
vibe,Cagliari,2
view,Cagliari,45
vilasimius,Cagliari,1
villasimirus,Cagliari,1
villasimius,Cagliari,10
villasmius,Cagliari,1
villassimus,Cagliari,1
violent,Cagliari,1
violleyball,Cagliari,1
visit,Cagliari,74
visitor,Cagliari,4
vista,Cagliari,1
vivid,Cagliari,1
volley,Cagliari,1
volleyball,Cagliari,4
volotea,Cagliari,1
volume,Cagliari,1
vowed,Cagliari,1
wait,Cagliari,5
waiter,Cagliari,2
waitress,Cagliari,1
walk,Cagliari,66
walker,Cagliari,9
walkway,Cagliari,4
wander,Cagliari,1
wanna,Cagliari,2
want,Cagliari,30
waouh,Cagliari,1
war,Cagliari,2
ware,Cagliari,1
warm,Cagliari,34
warn,Cagliari,1
wary,Cagliari,1
wash,Cagliari,2
wasnt,Cagliari,1
waste,Cagliari,3
watch,Cagliari,8
watchbreathe,Cagliari,1
watchful,Cagliari,1
water,Cagliari,206
waterfront,Cagliari,1
waterside,Cagliari,1
watersports,Cagliari,1
wathever,Cagliari,1
wave,Cagliari,23
wavy,Cagliari,1
way,Cagliari,28
wayside,Cagliari,1
wear,Cagliari,1
weather,Cagliari,19
website,Cagliari,2
wed,Cagliari,2
wedding,Cagliari,1
wednesday,Cagliari,1
weed,Cagliari,2
week,Cagliari,19
weekday,Cagliari,1
weekend,Cagliari,19
welcome,Cagliari,2
werent,Cagliari,2
west,Cagliari,3
westernmost,Cagliari,1
wet,Cagliari,2
whatsoever,Cagliari,1
wheee,Cagliari,1
wheelchair,Cagliari,1
whenever,Cagliari,1
wherever,Cagliari,3
wheter,Cagliari,1
whilst,Cagliari,6
whisk,Cagliari,1
white,Cagliari,36
whole,Cagliari,9
wide,Cagliari,13
wider,Cagliari,1
wife,Cagliari,2
wifi,Cagliari,2
wild,Cagliari,1
win,Cagliari,1
wind,Cagliari,17
windsurf,Cagliari,1
windsurfers,Cagliari,1
windy,Cagliari,19
wine,Cagliari,2
winter,Cagliari,12
wirh,Cagliari,1
wise,Cagliari,1
wish,Cagliari,5
wonder,Cagliari,1
wonderful,Cagliari,12
wooden,Cagliari,3
wore,Cagliari,1
work,Cagliari,5
world,Cagliari,14
worth,Cagliari,46
wrong,Cagliari,3
wtf,Cagliari,1
ww,Cagliari,1
yacht,Cagliari,1
yacth,Cagliari,1
yard,Cagliari,3
year,Cagliari,30
yellow,Cagliari,1
yes,Cagliari,3
yesterday,Cagliari,1
yewts,Cagliari,1
young,Cagliari,5
youngster,Cagliari,1
youre,Cagliari,2
youtube,Cagliari,1
youve,Cagliari,1
zapata,Cagliari,1
ze,Cagliari,4
zeus,Cagliari,1
zone,Cagliari,3
access,Catania,14
accessible,Catania,3
accommodation,Catania,4
accross,Catania,5
activity,Catania,1
admission,Catania,2
adult,Catania,9
advance,Catania,1
afrobeach,Catania,7
afternoon,Catania,3
aircraft,Catania,2
airport,Catania,6
amount,Catania,4
andrew,Catania,1
anyone,Catania,4
anything,Catania,4
applies,Catania,2
approval,Catania,4
approx,Catania,8
aqua,Catania,6
arcobaleno,Catania,7
area,Catania,41
ask,Catania,3
assign,Catania,4
attendant,Catania,6
attention,Catania,3
attentive,Catania,7
attraction,Catania,8
available,Catania,6
average,Catania,5
avoid,Catania,4
aware,Catania,9
awkward,Catania,6
azuro,Catania,1
azzuro,Catania,8
azzurro,Catania,5
background,Catania,10
